Solvent,Temperature (°C),Solubility (%)
"1,2,3,4-tetramethylbenzene",140,0.68046026
"1,2,3,4-tetramethylbenzene",135,0.51600973
"1,2,3,4-tetramethylbenzene",130,0.38835038
"1,2,3,4-tetramethylbenzene",125,0.28995668
"1,2,3,4-tetramethylbenzene",120,0.21468956
"1,2,3,4-tetramethylbenzene",115,0.15757017
"1,2,3,4-tetramethylbenzene",110,0.11458584
"1,2,3,4-tetramethylbenzene",105,0.08252431
"1,2,3,4-tetramethylbenzene",100,0.05883256
"1,2,3,4-tetramethylbenzene",95,0.04149731
"1,2,3,4-tetramethylbenzene",90,0.02894405
"1,2,3,4-tetramethylbenzene",85,0.01995245
"1,2,3,4-tetramethylbenzene",80,0.01358559
"1,2,3,4-tetramethylbenzene",75,0.00913150
"1,2,3,4-tetramethylbenzene",70,0.00605492
"1,2,3,4-tetramethylbenzene",65,0.00395809
"1,2,3,4-tetramethylbenzene",60,0.00254897
"1,2,3,4-tetramethylbenzene",55,0.00161592
"1,2,3,4-tetramethylbenzene",50,0.00100765
"1,2,3,4-tetramethylbenzene",45,0.00061755
"1,2,3,4-tetramethylbenzene",40,0.00037163
"1,2,3,4-tetramethylbenzene",35,0.00021940
"1,2,3,4-tetramethylbenzene",30,0.00012695
"1,2,3,4-tetramethylbenzene",25,0.00007191
"1,2,3,5-tetramethylbenzene",160,1.82782523
"1,2,3,5-tetramethylbenzene",155,1.42243403
"1,2,3,5-tetramethylbenzene",150,1.10008946
"1,2,3,5-tetramethylbenzene",145,0.84525528
"1,2,3,5-tetramethylbenzene",140,0.64501024
"1,2,3,5-tetramethylbenzene",135,0.48866410
"1,2,3,5-tetramethylbenzene",130,0.36741562
"1,2,3,5-tetramethylbenzene",125,0.27405561
