Name,solvent_SMILES,CAS,G-score prediction,G-score prediction uncertainty,Relative Energy Difference (RED),Source
o-Chlorocumene,ClC1=CC=CC=C1C(C)C,2077-13-6,5.672,0.9609,0.7390872749547237,low-fidelity RED
Toxaphene (Chlorinated Camphene),ClC2(Cl)C1(Cl)C(/C(=C)C(Cl)(C1(Cl)Cl)C2(Cl)Cl)(C)C,8001-35-2,4.876,1.115,0.6368869601428502,low-fidelity RED
2-Chlorobiphenyl,Clc2ccccc2c1ccccc1,27323-18-8,5.419,0.8704,0.9374166629626342,low-fidelity RED
N-Methyldiphenylamine,CN(C2=CC=CC=C2)C1=CC=CC=C1,552-82-9,5.629,0.9538,0.971146229977752,low-fidelity RED
Cyclopentyl Methyl Sulfide,CSC1CCCC1,7133-36-0,5.438,0.8572,0.8066132902450838,low-fidelity RED
"b-Chloro-A,B-Difluoro 4-Methyl Styrene",F/C(Cl)=C(c1ccc(C)cc1)/F,,5.5,1.078,0.8154753215150038,low-fidelity RED
a-Chloro-B-Difluoro Styrene,F/C(F)=C(c1ccccc1)/Cl,,5.618,0.9495,0.8200609733428351,low-fidelity RED
Fluridone,FC(F)(F)C1=CC=CC(C2=CN(C)C=C(C3=CC=CC=C3)C2=O)=C1,59756-60-4,5.458,1.208,0.917877987534291,low-fidelity RED
"A,B-Difluorostyrene",FC=C(F)c1ccccc1,366-37-0,5.98,1.023,0.9100137361600648,low-fidelity RED
Trans-1-Iodo-1-Hexene,I/C=C/CCCC,16644-98-7,5.303,0.9485,0.9089829481348914,low-fidelity RED
Trans-1-Iodo-1-Decene,I/C=C/CCCCCCCC,66291-52-9,5.441,0.8873,0.8381527307120104,low-fidelity RED
Trans-1-Iodo-1-Dodecene,I/C=C/CCCCCCCCCC,66553-46-6,5.441,0.8873,0.8591420138719781,low-fidelity RED
Cis-1-Iodo-1-Hexene,I\C=C/CCCC,16538-47-9,5.303,0.9485,0.9089829481348914,low-fidelity RED
Cis-1-Iodo-1-Nonene,I\C=C/CCCCCCC,27370-94-1,5.441,0.8873,0.9317322576792105,low-fidelity RED
2-Iodohexane,IC(C)CCCC,59654-13-6,5.827,0.8499,0.981389321319526,low-fidelity RED
3-Iodoheptane,IC(CC)CCCC,31294-92-5,5.774,0.9635,0.9864709828474421,low-fidelity RED
"1,3-Diiodo-2,2-Dimethylpropane",ICC(CI)(C)C,66688-49-1,5.354,0.7064,0.9058835465996716,low-fidelity RED
1-Iodotridecane,ICCCCCCCCCCCCC,35599-77-0,5.42,0.6577,0.9303897032964189,low-fidelity RED
1-Iodotetradecane,ICCCCCCCCCCCCCC,19218-94-1,5.42,0.6577,0.9740379869389075,low-fidelity RED
1-Iodopentadecane,ICCCCCCCCCCCCCCC,35599-78-1,5.42,0.6577,0.9864709828474426,low-fidelity RED
"N,N-Dimethylbenzyl Amine",N(C)(Cc1ccccc1)C,103-83-3,5.818,1.132,0.9940447676035516,low-fidelity RED
Triphenylamine,N(C2=CC=CC=C2)(C3=CC=CC=C3)C1=CC=CC=C1,603-34-9,5.583,0.851,0.9113863066779097,low-fidelity RED
Tribenzylamine,N(CC2=CC=CC=C2)(CC3=CC=CC=C3)CC1=CC=CC=C1,620-40-6,5.393,0.9864,0.6538348415311012,low-fidelity RED
(-)-Sparteine,N12CC3C4N(CC(C1CCCC2)C3)CCCC4,90-39-1,5.654,1.08,0.6964194138592058,low-fidelity RED
Geranyl Phenylacetate,O(C(=O)CC1=CC=CC=C1)CC=C(C)CCC=C(C)C,102-22-7,8.177,1.274,0.9572094859538323,low-fidelity RED
Benztropine,O(C2C[C@@H]1N(C)[C@H](CC1)C2)C(c3ccccc3)c4ccccc4,86-13-5,5.73,1.388,0.722841614740048,low-fidelity RED
Cinmethylin,O(C2CC1(OC2(C)CC1)C(C)C)Cc3ccccc3C,87818-31-3,7.336,1.38,0.9045026257562768,low-fidelity RED
Vitamin D2,O[C@@H]1CC(\C(=C)CC1)=C\C=C2/CCC[C]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@H](C)C(C)C)C)C,50-14-6,7.627,1.591,0.8280247580839597,low-fidelity RED
Ergosterol,O[C@@H]4C/C3=C/C=C1\[C@H](CC[C]2([C@H]1CC[C@@H]2[C@@H](/C=C/[C@H](C)C(C)C)C)C)[C]3(C)CC4,57-87-4,7.544,1.563,0.8448372624357896,low-fidelity RED
Lutein,O[C@H]2\C=C(/[C@H](\C=C\C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C1=C(/C)C[C@@H](O)CC1(C)C)C)C)C)C)C(C)(C)C2)C,127-40-2,7.041,1.735,0.680073525436772,low-fidelity RED
Hexachloroacetone,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,116-16-5,4.979,0.7582,0.7921489758877429,high-fidelity RED
Lovastatin,O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)[C@@H](C)CC,75330-75-5,8.51,1.682,0.9467048114380738,low-fidelity RED
Cholesterol Acetate,O=C(O[C@@H]4C/C3=C/C[C@@H]1[C@H](CC[C]2([C@H]1CC[C@@H]2[C@H](C)CCCC(C)C)C)[C]3(C)CC4)C,604-35-3,7.747,1.661,0.7079901129253146,low-fidelity RED
Cholesterol Benzoate,O=C(O[C@@H]4C/C3=C/C[C@@H]1[C@H](CC[C]2([C@H]1CC[C@@H]2[C@H](C)CCCC(C)C)C)[C]3(C)CC4)c5ccccc5,604-32-0,7.635,1.669,0.7516648189186449,low-fidelity RED
Terpinyl Cinnamate,O=C(OC(C)(C)C1C/C=C(\CC1)C)\C=C\c2ccccc2,10024-56-3,6.191,1.36,0.7972609359550981,low-fidelity RED
Vitamin A Palmitate,O=C(OC/C=C(/C=C/C=C(/C=C/C1=C(/CCCC1(C)C)C)C)C)CCCCCCCCCCCCCCC,79-81-2,7.857,1.679,0.8381527307120096,low-fidelity RED
"2,4-Di-Tert-Butylphenyl 3,5-Di-Tert-Butyl-4-Hydroxybenzoate",O=C(Oc1ccc(cc1C(C)(C)C)C(C)(C)C)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,4221-80-1,7.533,1.264,0.8674675786448727,low-fidelity RED
"Hexanoic_Acid,_2-Ethyl-,_2,2-Bis__(2-Ethyl-1-Oxohexyl)Oxy_Methyl_-1,3-Propanediyl_Ester",O=C(OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC)C(CC)\CCCC,7299-99-2,6.528,1.115,0.8975661535508112,low-fidelity RED
"3-{[3-(3,5-Di-Tert-Butyl-4-Hydroxyphenyl)Propanoyl]Oxy}-2,2-Bis({  [3-(3,5-Di-Tert-Butyl-4-Hydroxyphenyl)Propanoyl]Oxy}Methyl)Propyl  3-(3,5-Di-Tert-Butyl-4-Hydroxyphenyl)Propanoate",O=C(OCC(COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)(COC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)COC(=O)CCc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)CCc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C,98584-37-3,8.104,1.197,0.4987484335815002,low-fidelity RED
"Propanoic Acid, 3(Dodecylthio)-, 2,2-Bis[[3(Dodecylthio)-1-Oxopropoxy]Methyl",O=C(OCC(COC(=O)CCSCCCCCCCCCCCC)(COC(=O)CCSCCCCCCCCCCCC)COC(=O)CCSCCCCCCCCCCCC)CCSCCCCCCCCCCCC,29598-76-3,6.872,1.112,0.9249999999999998,low-fidelity RED
"Abietic Acid, Ethyl Ester",O=C(OCC)[C]3([C@@H]2C/C=C1/C=C(\CC[C@@H]1[C]2(C)CCC3)C(C)C)C,631-71-0,6.972,1.517,0.7284401142166733,low-fidelity RED
Docosahexaenoic Acid Ethyl Ester,O=C(OCC)\C=C\C=C\C=C\C=C\C=C\C=C\CCCCCCCCC,73310-11-9,6.945,1.219,0.8173891362135904,low-fidelity RED
Eicosapentaenoic Acid Ethyl Ester,O=C(OCC)\C=C\C=C\C=C\C=C\C=C\CCCCCCCCC,73310-10-8,6.945,1.219,0.9287087810503349,low-fidelity RED
"Benzyl (5')-Abieta-8,13-Dien-18-Oate Abietic Acid Benzyl Ester",O=C(OCc1ccccc1)C4(CCC[C]3(/C2=C(/C=C(/C(C)C)CC2)CCC34)C)C,22323,7.956,1.614,0.6896557112066857,low-fidelity RED
Coenzyme Q10,O=C1/C(=C(\C(=O)C(\OC)=C1\OC)C)C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)\C,303-98-0,8.179,1.473,0.8066132902450832,low-fidelity RED
Muscone,O=C1CC(CCCCCCCCCCCC1)C,541-91-3,7.028,1.059,0.9154916711800272,low-fidelity RED
"n-(2-Ethylhexyl)-1-Isopropyl-4-Methylbicyclo[2,2",O=C1N(C(=O)C3C1C2(/C=C\C3(CC2)C(C)C)C)CC(CC)CCCC,13358-11-7,7.345,1.449,0.7533259586659681,low-fidelity RED
"1,3,5-Tris(3,5-Di-Tert-Butyl-4-Hydroxybenzyl)-1,3,5-Triazinane-2,  4,6-Trione",O=C1N(C(=O)N(C(=O)N1Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C,27676-62-6,7.695,1.258,0.32977264895682307,low-fidelity RED
4-Methyl-Benzylidene Camphor (4-Mbc),O=C2\C(=C\c1ccc(cc1)C)C3CCC2(C)C3(C)C,36861-47-9,6.682,1.13,0.8605957239029252,low-fidelity RED
3-Benzylidene Camphor,O=C2\C(=C\c1ccccc1)[C@H]3CC[C]2(C)C3(C)C,15087-24-8,6.646,1.105,0.820060973342836,low-fidelity RED
"N(2-Ethylhexyl)-8,9,10-Trinorborn-5-Ene-2,3-Dicarboximide",O=C2N(C(=O)C3C1/C=C\C(C1)C23)CC(CC)CCCC,113-48-4,8.436,1.167,0.9303897032964195,low-fidelity RED
Fluasterone,O=C3[C]2(CC[C@@H]1[C]4(C(=C/C[C@H]1[C@@H]2C[C@H]3F)\CCCC4)C)C,112859-71-9,5.727,1.416,0.9178779875342907,low-fidelity RED
Erythromycin,O=C3O[C@H](CC)[C](O)(C)[C@H](O)[C@H](C(=O)[C@H](C)C[C](O)(C)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]([C@H](O[C@@H]2O[C@H]([C@H](O)[C](OC)(C2)C)C)[C@H]3C)C)C,114-07-8,6.827,1.744,0.8370334521391603,low-fidelity RED
α-Tocopherol,O1C(C)(CCC2=C1C(=C(C)C(=C2C)O)C)CCCC(C)CCCC(C)CCCC(C)C,59-02-9,7.224,1.322,0.9290452088031024,low-fidelity RED
"2,2'-Thiene-2,5-Diylbis(5-Tert-Butyl-1,3-Benzoxazole)",o1c5c(nc1c2sc(cc2)c3nc4cc(ccc4o3)C(C)(C)C)cc(cc5)C(C)(C)C,7128-64-5,6.824,1.168,0.7850159234053794,low-fidelity RED
Retinol,OC/C=C(/C=C/C=C(/C=C/C1=C(/CCCC1(C)C)C)C)C,68-26-8,6.77,1.565,0.9874208829065749,low-fidelity RED
Dinonylphenol,OC1=CC(CCCCCCCCC)=C(CCCCCCCCC)C=C1,1323-65-5,6.955,1.044,0.9949874371066194,low-fidelity RED
"[1,1 -Biphenyl]-4-ol, 3,5-Bis(1,1-Dimethylethyl)-",Oc1c(cc(cc1C(C)(C)C)c2ccccc2)C(C)(C)C,2668-47-5,6.706,1.009,0.9978101021737548,low-fidelity RED
"2,2'-Methanediylbis(6-Tert-Butyl-4-Ethylphenol)",Oc1c(cc(cc1C(C)(C)C)CC)Cc2cc(cc(c2O)C(C)(C)C)CC,88-24-4,6.467,1.359,0.9130991183874833,low-fidelity RED
"4,4',4''-[(2,4,6-Trimethylbenzene-1,3,5-Triyl)Trimethanediyl]Tris  (2,6-Di-Tert-Butylphenol)",Oc1c(cc(cc1C(C)(C)C)Cc2c(c(c(c(c2C)Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C)Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C)C(C)(C)C,1709-70-2,7.242,1.243,0.3724916106437835,low-fidelity RED
"4,4'-Methanediylbis(2,6-Di-Tert-Butylphenol)",Oc1c(cc(cc1C(C)(C)C)Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)C(C)(C)C,118-82-1,7.216,1.134,0.875,low-fidelity RED
"4,4',4''-Butane-1,1,3-Triyltris(2-Tert-Butyl-5-Methylphenol)",Oc1cc(c(cc1C(C)(C)C)C(C)CC(c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C)C,1843-03-4,6.803,1.21,0.4046603514059656,low-fidelity RED
o-Ethylthiophenol,S-c(ccc1)c(c1)CC,4500-58-7,6.909,0.9996,0.9124143795447331,low-fidelity RED
m-Ethylthiophenol,S-c(ccc1)cc1CC,62154-77-2,6.286,1.112,0.7945124291035353,low-fidelity RED
Isopropyl Phenyl Sulfide,S(C(C)C)-c(ccc1)cc1,3019-20-3,6.15,0.713,0.8620469824783334,low-fidelity RED
3-Methyl-(1-Thiapropyl)-Benzene,S(CC)-c(ccc1)cc1C,34786-24-8,6.181,1.004,0.9927864825832392,low-fidelity RED
"2,3,4-Trimethylthiophene",s1c(c(c(c1)C)C)C,1795-04-6,6.144,1.005,0.9836157786452999,low-fidelity RED
"2,3,5-Trimethylthiophene",s1c(cc(c1C)C)C,1795-05-7,5.673,0.9859,0.9836157786452999,low-fidelity RED
